	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.2683	0.6875	0.386	0.2391	46.0
AMBIENCE:NEUTRAL	0.125	1.0	0.2222	0.125	8.0
AMBIENCE:POSITIVE	0.6	0.7857	0.6804	0.5156	64.0
FOOD:NEGATIVE	0.5667	0.9189	0.701	0.5397	126.0
FOOD:NEUTRAL	0.5909	0.8667	0.7027	0.5417	24.0
FOOD:POSITIVE	0.6786	0.8976	0.7729	0.6298	181.0
PRICE:NEGATIVE	0.5938	0.8636	0.7037	0.5429	35.0
PRICE:NEUTRAL	0.2222	1.0	0.3636	0.2222	9.0
PRICE:POSITIVE	0.3846	1.0	0.5556	0.3846	13.0
GENERAL-IMPRESSION:NEGATIVE	0.2644	0.5897	0.3651	0.2233	103.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	12.0
GENERAL-IMPRESSION:POSITIVE	0.2544	0.6042	0.358	0.218	133.0
SERVICE:NEGATIVE	0.4902	0.8772	0.6289	0.4587	109.0
SERVICE:NEUTRAL	0.1	1.0	0.1818	0.1	10.0
SERVICE:POSITIVE	0.7033	0.8649	0.7758	0.6337	101.0
Micro-AVG	0.4915	0.8232	0.6155	0.4446	974.0
Macro-AVG	0.3895	0.7971	0.4932		974
