	precision	recall	f1	accuracy	support
AMBIENCE	0.4381	0.7188	0.5444	0.374	123.0
FOOD	0.4425	0.7246	0.5495	0.3788	396.0
GENERAL-IMPRESSION	0.1739	0.3556	0.2336	0.1322	242.0
PRICE	0.3158	0.6667	0.4286	0.2727	66.0
SERVICE	0.4751	0.6418	0.546	0.3755	229.0
Micro-AVG	0.3834	0.636	0.4784	0.3144	1056.0
Macro-AVG	0.3691	0.6215	0.4604		1056
