	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.75	0.7059	0.5455	22.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.9677	0.7143	0.8219	0.6977	43.0
FOOD:NEGATIVE	0.8833	0.7162	0.791	0.6543	81.0
FOOD:NEUTRAL	0.9333	0.9333	0.9333	0.875	16.0
FOOD:POSITIVE	0.978	0.7008	0.8165	0.6899	129.0
PRICE:NEGATIVE	0.9375	0.6818	0.7895	0.6522	23.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.7857	0.8462	0.8148	0.6875	48.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.8913	0.8542	0.8724	0.7736	53.0
SERVICE:NEGATIVE	0.9388	0.807	0.8679	0.7667	60.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	1.0	0.7568	0.8616	0.7568	74.0
Micro-AVG	0.9195	0.7605	0.8325	0.713	561.0
Macro-AVG	0.9322	0.8374	0.8776		561
