	precision	recall	f1	accuracy	support
POSITIVE	0.8833	0.743	0.8071	0.6766	235.0
NEUTRAL	0.5714	0.3333	0.4211	0.2667	15.0
NEGATIVE	0.8939	0.6629	0.7613	0.6146	96.0
Micro-AVG	0.8775	0.7048	0.7817	0.6416	346.0
Macro-AVG	0.7829	0.5797	0.6632		346
