	precision	recall	f1	accuracy	support
AMBIENCE	0.8333	0.7407	0.7843	0.6452	31.0
FOOD	0.9259	0.8242	0.8721	0.7732	97.0
GENERAL-IMPRESSION	0.9355	0.7073	0.8056	0.6744	43.0
PRICE	0.75	0.4615	0.5714	0.4	15.0
SERVICE	0.9038	0.7966	0.8468	0.7344	64.0
Micro-AVG	0.9031	0.7662	0.829	0.708	250.0
Macro-AVG	0.8697	0.7061	0.776		250
