	precision	recall	f1	accuracy	support
POSITIVE	0.874	0.8297	0.8513	0.7411	309.0
NEUTRAL	0.4	0.375	0.3871	0.24	25.0
NEGATIVE	0.7899	0.7581	0.7737	0.6309	149.0
Micro-AVG	0.8308	0.7909	0.8103	0.6812	483.0
Macro-AVG	0.688	0.6543	0.6707		483
