	precision	recall	f1	accuracy	support
POSITIVE	0.6552	0.6714	0.6632	0.4961	383.0
NEUTRAL	0.1143	0.2353	0.1538	0.0833	48.0
NEGATIVE	0.7059	0.6512	0.6774	0.5122	164.0
Micro-AVG	0.6261	0.648	0.6369	0.4672	595.0
Macro-AVG	0.4918	0.5193	0.4981		595
