	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8571	0.7826	0.8182	0.6923	52.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	0.8333	0.7143	0.7692	0.625	8.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	7.0
FOOD#PRICES	0.7059	0.8	0.75	0.6	20.0
FOOD#QUALITY	0.9247	0.906	0.9153	0.8438	160.0
FOOD#STYLE_OPTIONS	0.7143	0.8	0.7547	0.6061	33.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8824	0.8571	0.8696	0.7692	78.0
RESTAURANT#MISCELLANEOUS	0.6875	0.6111	0.6471	0.4783	23.0
RESTAURANT#PRICES	0.7273	0.6154	0.6667	0.5	16.0
SERVICE#GENERAL	0.8904	0.9155	0.9028	0.8228	79.0
Micro-AVG	0.8649	0.8508	0.8578	0.751	486.0
Macro-AVG	0.8186	0.8002	0.7995		486
