	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.7143	0.7143	0.7143	0.5556	9.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.9333	0.7	0.8	0.6667	21.0
FOOD:NEGATIVE	0.7895	0.9091	0.8451	0.7317	41.0
FOOD:NEUTRAL	0.75	0.3333	0.4615	0.3	10.0
FOOD:POSITIVE	0.8958	0.8776	0.8866	0.7963	54.0
PRICE:NEGATIVE	0.8889	0.8	0.8421	0.7273	11.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
GENERAL-IMPRESSION:NEGATIVE	0.7391	0.9444	0.8293	0.7083	24.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	2.0
GENERAL-IMPRESSION:POSITIVE	0.6129	0.8636	0.717	0.5588	34.0
SERVICE:NEGATIVE	0.8276	0.9231	0.8727	0.7742	31.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	1.0	0.7879	0.8814	0.7879	33.0
Micro-AVG	0.8128	0.8268	0.8197	0.6945	275.0
Macro-AVG	0.5879	0.5902	0.5767		275
