	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6429	0.6429	0.6429	0.4737	19.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES	0.5	0.2	0.2857	0.1667	6.0
FOOD#QUALITY	0.8696	0.5	0.6349	0.4651	43.0
FOOD#STYLE_OPTIONS	0.4286	0.4286	0.4286	0.2727	11.0
LOCATION#GENERAL	1.0	0.5	0.6667	0.5	2.0
RESTAURANT#GENERAL	0.0	0.0	0.0	0.0	26.0
RESTAURANT#MISCELLANEOUS	0.2	0.1667	0.1818	0.1	10.0
RESTAURANT#PRICES	0.6667	0.4	0.5	0.3333	6.0
SERVICE#GENERAL	0.7391	0.7727	0.7556	0.6071	28.0
Micro-AVG	0.6437	0.4308	0.5161	0.3478	161.0
Macro-AVG	0.5872	0.3703	0.4386		161
