	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4074	0.7857	0.5366	0.3667	30.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS	0.5	0.3333	0.4	0.25	4.0
FOOD#PRICES	0.4286	0.6	0.5	0.3333	9.0
FOOD#QUALITY	0.7111	0.8	0.7529	0.6038	53.0
FOOD#STYLE_OPTIONS	0.125	0.1429	0.1333	0.0714	14.0
LOCATION#GENERAL	0.0714	0.5	0.125	0.0667	15.0
RESTAURANT#GENERAL	0.6538	0.8095	0.7234	0.5667	30.0
RESTAURANT#MISCELLANEOUS	0.2857	0.3333	0.3077	0.1818	11.0
RESTAURANT#PRICES	0.75	0.6	0.6667	0.5	6.0
SERVICE#GENERAL	0.5517	0.7273	0.6275	0.4571	35.0
Micro-AVG	0.5143	0.6923	0.5902	0.4186	215.0
Macro-AVG	0.4571	0.5804	0.4922		215
