	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.88	0.8462	0.8627	0.7586	29.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.6	0.75	0.6	5.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.8	0.4	0.5333	0.3636	11.0
FOOD#QUALITY	0.9429	0.7857	0.8571	0.75	88.0
FOOD#STYLE_OPTIONS	0.375	0.6923	0.4865	0.3214	28.0
LOCATION#GENERAL	0.4	0.6667	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.7857	0.8049	0.7952	0.66	50.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	12.0
RESTAURANT#PRICES	0.6667	0.6667	0.6667	0.5	12.0
SERVICE#GENERAL	0.8837	0.8636	0.8736	0.7755	49.0
Micro-AVG	0.8026	0.745	0.7727	0.6296	297.0
Macro-AVG	0.7001	0.6522	0.6493		297
