	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7917	0.8837	0.8352	0.717	53.0
DRINKS#PRICES	0.75	1.0	0.8571	0.75	4.0
DRINKS#QUALITY	1.0	0.875	0.9333	0.875	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.9286	0.8125	0.8667	0.7647	17.0
FOOD#QUALITY	0.8986	0.8867	0.8926	0.8061	165.0
FOOD#STYLE_OPTIONS	0.5833	0.6364	0.6087	0.4375	32.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8485	0.8	0.8235	0.7	80.0
RESTAURANT#MISCELLANEOUS	0.6667	0.4706	0.5517	0.381	21.0
RESTAURANT#PRICES	0.9333	1.0	0.9655	0.9333	15.0
SERVICE#GENERAL	0.9067	0.9067	0.9067	0.8293	82.0
Micro-AVG	0.8582	0.8462	0.8521	0.7423	489.0
Macro-AVG	2.5411	2.4679	2.4785		489
