	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5574	0.7391	0.6355	0.4658	73.0
DRINKS#PRICES	0.5	0.3333	0.4	0.25	4.0
DRINKS#QUALITY	0.7143	0.7143	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	1.0	0.8571	0.9231	0.8571	7.0
FOOD#PRICES	0.8462	0.7333	0.7857	0.6471	17.0
FOOD#QUALITY	0.7863	0.6174	0.6917	0.5287	174.0
FOOD#STYLE_OPTIONS	1.0	0.16	0.2759	0.16	25.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.68	0.7286	0.7034	0.5426	94.0
RESTAURANT#MISCELLANEOUS	0.4	0.1111	0.1739	0.0952	21.0
RESTAURANT#PRICES	0.5714	0.6154	0.5926	0.4211	19.0
SERVICE#GENERAL	1.0	0.8169	0.8992	0.8169	71.0
Micro-AVG	0.7534	0.641	0.6927	0.5299	519.0
Macro-AVG	0.7546	0.5855	0.6288		519
