	precision	recall	f1	accuracy	support
AMBIENCE	0.6538	0.8793	0.75	0.6	85.0
FOOD	0.8879	0.9167	0.9021	0.8216	241.0
GENERAL-IMPRESSION	0.8667	0.8667	0.8667	0.7647	102.0
PRICE	0.84	0.7241	0.7778	0.6364	33.0
SERVICE	0.928	0.8788	0.9027	0.8227	141.0
Micro-AVG	0.8577	0.8838	0.8706	0.7708	602.0
Macro-AVG	0.8353	0.8531	0.8399		602
