	precision	recall	f1	accuracy	support
POSITIVE	0.8013	0.8311	0.8159	0.6891	357.0
NEUTRAL	0.7083	0.7727	0.7391	0.5862	29.0
NEGATIVE	0.7204	0.7308	0.7255	0.5693	267.0
Micro-AVG	0.8598	0.8859	0.8727	0.7741	602.0
Macro-AVG	0.7433	0.7782	0.7602		602
