	precision	recall	f1	accuracy	support
POSITIVE	0.639	0.7463	0.6885	0.5249	381.0
NEUTRAL	0.2222	0.1429	0.1739	0.0952	21.0
NEGATIVE	0.5255	0.6154	0.5669	0.3956	182.0
Micro-AVG	0.5969	0.6867	0.6387	0.4692	584.0
Macro-AVG	0.4622	0.5015	0.4764		584
