	precision	recall	f1	accuracy	support
AMBIENCE	0.4545	0.3704	0.4082	0.2564	39.0
FOOD	0.7792	0.6593	0.7143	0.5556	108.0
GENERAL-IMPRESSION	0.1765	0.1463	0.16	0.087	69.0
PRICE	0.625	0.3846	0.4762	0.3125	16.0
SERVICE	0.7609	0.5932	0.6667	0.5	70.0
Micro-AVG	0.6203	0.5022	0.555	0.3841	302.0
Macro-AVG	0.5592	0.4308	0.4851		302
