	precision	recall	f1	accuracy	support
AMBIENCE	0.72	0.6667	0.6923	0.5294	34.0
FOOD	0.9583	0.7582	0.8466	0.734	94.0
GENERAL-IMPRESSION	0.9615	0.6098	0.7463	0.5952	42.0
PRICE	0.9231	0.9231	0.9231	0.8571	14.0
SERVICE	0.8281	0.8983	0.8618	0.7571	70.0
Micro-AVG	0.885	0.7662	0.8213	0.6969	254.0
Macro-AVG	0.8782	0.7712	0.814		254
